"","gene","vP0_1","vP0_2","vP4_1","vP4_2","vP7_1","vP7_2","vAd_1","vAd_2"
"20299","ENSMUSG00000095543.3",0,0,0,0,0,0,0,0
"20300","ENSMUSG00000094542.2",0,0,0,0,0,0,0,0
"20301","ENSMUSG00000096871.2",0,0,0,0,0,0,0,0
"20302","ENSMUSG00000093853.2",0,0,0,0,0,0,0,0
"20303","ENSMUSG00000095383.2",0,0,0,0,0,0,0,0
"20304","ENSMUSG00000094748.2",0,0,0,0,0,0,0,0
"20305","ENSMUSG00000095984.2",0,0,0,0,0,0,0,0
"20306","ENSMUSG00000109043.2",0,0,0,0,0,0,0,0
"20307","ENSMUSG00000109396.2",0,0,0,0,0,0,0,0
"20308","ENSMUSG00000109567.2",0,0,0,0,0,0,0,0
"20309","ENSMUSG00000109247.2",0,0,0,0,0,0,0,0
"20310","ENSMUSG00000094905.2",0,0,0,0,0,0,0,0
"20311","ENSMUSG00000092547.2",0,0,0,0,0,0,0,0
"20312","ENSMUSG00000095081.2",0,0,0,0,0,0,0,0
"20313","ENSMUSG00000109169.2",0,0,0,0,0,0,0,0
"20314","ENSMUSG00000095363.3",0,0,0,0,0,0,0,0
"20315","ENSMUSG00000109546.2",0,0,0,0,0,0,0,0
"20316","ENSMUSG00000095619.2",0,0,0,0,0,0,0,0
"20317","ENSMUSG00000094700.2",0,0,0,0,0,0,0,0
"20318","ENSMUSG00000100654.2",0,0,0,0,0,0,0,0
"20319","ENSMUSG00000095931.2",0,0,0,0,0,0,0,0
"20320","ENSMUSG00000108922.2",0,0,0,0,0,0,0,0
"20321","ENSMUSG00000094931.2",0,0,0,0,0,0,0,0
"20322","ENSMUSG00000109514.2",0,0,0,0,0,0,0,0
"20323","ENSMUSG00000102023.2",0,0,0,0,0,0,0,0
"20324","ENSMUSG00000109072.2",0,0,0,0,0,0,0,0
"20325","ENSMUSG00000109345.2",0,0,0,0,0,0,0,0
"20326","ENSMUSG00000092297.2",0,0,0,0,0,0,0,0
"20327","ENSMUSG00000094532.2",0,0,0,0,0,0,0,0
"20328","ENSMUSG00000094934.2",0,0,0,0,0,0,0,0
"20329","ENSMUSG00000096601.2",0,0,0,0,0,0,0,0
"20330","ENSMUSG00000094684.2",0,0,0,0,0,0,0,0
"20331","ENSMUSG00000109098.2",0,0,0,0,0,0,0,0
"20332","ENSMUSG00000095683.3",0,0,0,0,0,0,0,0
"20333","ENSMUSG00000109085.2",0,0,0,0,0,0,0,0
"20334","ENSMUSG00000109535.2",0,0,0,0,0,0,0,0
"20335","ENSMUSG00000095358.2",0,0,0,0,0,0,0,0
"20336","ENSMUSG00000092462.2",0,0,0,0,0,0,0,0
"20337","ENSMUSG00000096073.2",0,0,0,0,0,0,0,0
"20338","ENSMUSG00000109024.2",0,0,0,0,0,0,0,0
"20339","ENSMUSG00000094682.3",0,0,0,0,0,0,0,0
"20340","ENSMUSG00000109425.2",0,0,0,0,0,0,0,0
"20341","ENSMUSG00000045693.9",0,0,0,0,0,0,0,0
"20342","ENSMUSG00000109325.2",3,0,0,1,0,0,0,0
"20343","ENSMUSG00000015721.19",0,0,0,0,0,0,0,0
"20344","ENSMUSG00002074893.1",0,0,0,0,0,0,0,0
"20345","ENSMUSG00000108946.2",0,0,0,0,0,0,0,0
"20346","ENSMUSG00000109477.2",0,0,0,0,0,0,0,0
"20347","ENSMUSG00000092496.2",0,0,0,0,0,0,0,0
"20348","ENSMUSG00000090715.3",0,0,0,0,0,0,0,0
"20349","ENSMUSG00000108936.2",0,0,0,0,0,0,0,0
"20350","ENSMUSG00000109182.2",0,0,0,0,0,0,0,0
"20351","ENSMUSG00000074291.4",0,0,0,0,0,0,0,0
"20352","ENSMUSG00000094602.3",0,0,0,0,0,0,0,0
"20353","ENSMUSG00000094187.2",0,0,0,0,0,0,0,0
"20354","ENSMUSG00000062483.5",0,0,0,0,0,0,0,0
"20355","ENSMUSG00000035523.9",0,0,0,0,0,0,0,0
"20356","ENSMUSG00000115021.2",0,0,0,0,0,0,0,0
"20357","ENSMUSG00000090411.3",0,0,0,0,0,0,0,0
"20358","ENSMUSG00000092629.2",0,0,0,0,0,0,0,0
"20359","ENSMUSG00000109318.2",0,0,0,0,0,0,0,0
"20360","ENSMUSG00000109310.2",0,0,0,0,0,0,0,0
"20361","ENSMUSG00000095632.3",0,0,0,0,0,0,0,0
"20362","ENSMUSG00000096859.3",0,0,0,0,0,0,0,0
"20363","ENSMUSG00000057513.4",0,0,0,0,0,0,0,0
"20364","ENSMUSG00000109210.2",0,0,0,0,0,0,0,0
"20365","ENSMUSG00000062598.4",0,0,0,0,0,0,0,0
"20366","ENSMUSG00000046924.5",0,2,0,0,0,0,0,1
"20367","ENSMUSG00000066724.4",4,1,0,2,0,4,0,6
"20368","ENSMUSG00000092473.5",0,0,0,0,0,0,0,0
"20369","ENSMUSG00000109065.2",0,0,0,0,0,0,0,0
"20370","ENSMUSG00000097425.4",0,0,0,0,0,0,0,0
"20371","ENSMUSG00000092456.3",0,0,0,0,0,0,0,0
"20372","ENSMUSG00000118318.2",0,0,1,0,1,0,0,0
"20373","ENSMUSG00000108613.2",0,0,0,0,0,0,0,0
"20374","ENSMUSG00000095331.4",0,0,0,0,0,0,0,0
"20375","ENSMUSG00000108960.2",0,0,0,0,0,0,0,0
"20376","ENSMUSG00000057101.9",422,419,381,486,239,297,434,530
"20377","ENSMUSG00000052675.12",97,127,115,119,74,84,80,75
"20378","ENSMUSG00000108703.2",1,1,0,0,2,0,3,0
"20379","ENSMUSG00000047603.10",125,143,115,118,66,59,92,80
"20380","ENSMUSG00000068962.8",8,15,7,15,4,5,2,5
"20381","ENSMUSG00000087598.10",190,194,200,209,93,98,81,66
"20382","ENSMUSG00000108361.2",2,1,0,1,0,1,0,0
"20383","ENSMUSG00000074283.6",44,67,65,55,29,46,23,24
"20384","ENSMUSG00000030486.10",33,51,39,45,28,18,21,28
"20385","ENSMUSG00000055305.16",88,95,96,74,39,52,61,48
"20386","ENSMUSG00000118477.2",0,0,0,1,0,0,0,0
"20387","ENSMUSG00000118444.2",0,0,0,0,0,0,0,0
"20388","ENSMUSG00000050605.18",105,128,129,129,77,65,39,37
"20389","ENSMUSG00000074282.11",37,53,40,36,29,30,18,26
"20390","ENSMUSG00000108567.2",0,0,0,0,0,0,0,0
"20391","ENSMUSG00000082802.3",0,0,0,0,0,0,0,0
"20392","ENSMUSG00000118562.2",0,0,0,0,0,0,0,0
"20393","ENSMUSG00000055826.6",7,3,0,17,1,1,0,1
"20394","ENSMUSG00002075347.1",0,0,0,0,0,0,0,0
"20395","ENSMUSG00000030484.6",0,0,0,0,0,0,0,1
"20396","ENSMUSG00000054342.9",18,6,7,12,6,15,12,6
"20397","ENSMUSG00000002210.12",233,210,223,220,130,140,148,118
"20398","ENSMUSG00000062028.9",0,2,0,0,0,0,0,0
"20399","ENSMUSG00000108360.2",0,0,0,0,0,0,0,0
"20400","ENSMUSG00000046223.11",61,78,38,61,35,37,40,47
"20401","ENSMUSG00000054793.9",216,175,309,375,334,307,260,259
"20402","ENSMUSG00000064264.15",205,182,139,208,125,102,152,142
"20403","ENSMUSG00000117477.2",4,7,8,4,3,4,0,1
"20404","ENSMUSG00000118544.2",2,5,1,7,3,3,7,4
"20405","ENSMUSG00000041037.9",1162,1073,935,1099,690,573,778,809
"20406","ENSMUSG00000011632.8",0,1,0,0,0,0,0,0
"20407","ENSMUSG00000051768.10",579,665,527,696,348,341,323,331
"20408","ENSMUSG00000066721.4",9,7,22,10,13,6,4,0
"20409","ENSMUSG00000064254.7",214,215,223,224,173,175,417,419
"20410","ENSMUSG00000074277.5",1,3,4,8,12,10,4,3
"20411","ENSMUSG00000097215.2",0,0,0,0,1,0,0,0
"20412","ENSMUSG00000057454.6",0,0,0,0,0,0,0,0
"20413","ENSMUSG00000108470.2",0,0,0,0,1,0,0,0
"20414","ENSMUSG00000108787.2",0,0,0,0,0,0,0,0
"20415","ENSMUSG00000062773.7",0,1,0,0,0,0,0,0
"20416","ENSMUSG00000108768.2",0,0,0,0,0,0,0,0
"20417","ENSMUSG00000108430.2",0,0,0,0,0,0,0,0
"20418","ENSMUSG00000045587.10",0,0,0,0,0,0,0,0
"20419","ENSMUSG00000058717.9",0,0,0,0,0,0,0,0
"20420","ENSMUSG00000108404.2",0,0,0,0,0,0,0,0
"20421","ENSMUSG00000052212.7",2,0,0,1,0,1,1,1
"20422","ENSMUSG00000054169.8",2,2,2,0,1,0,0,0
"20423","ENSMUSG00000011350.16",0,0,0,0,0,0,0,0
"20424","ENSMUSG00000108302.2",0,0,0,0,0,0,0,0
"20425","ENSMUSG00000091955.3",12,8,6,3,2,4,6,2
"20426","ENSMUSG00000062732.11",0,0,0,0,0,0,0,0
"20427","ENSMUSG00000011349.6",0,0,0,0,0,0,0,0
"20428","ENSMUSG00000040952.17",1591,1451,771,1179,650,720,943,913
"20429","ENSMUSG00000003379.8",5,5,7,9,2,6,0,4
"20430","ENSMUSG00000040940.19",1414,1759,1547,1791,1089,1056,1015,893
"20431","ENSMUSG00000108367.3",0,0,0,0,1,0,0,0
"20432","ENSMUSG00000108675.2",0,0,0,0,0,0,0,0
"20433","ENSMUSG00000003380.12",1194,895,751,864,752,768,1545,1561
"20434","ENSMUSG00000098802.3",0,0,0,0,0,0,0,0
"20435","ENSMUSG00000040907.16",9,9,3,6,5,1,2,5
"20436","ENSMUSG00000099258.3",0,0,0,0,0,0,0,0
"20437","ENSMUSG00000003378.10",549,607,404,370,135,144,146,121
"20438","ENSMUSG00000045252.12",357,341,329,337,167,182,209,207
"20439","ENSMUSG00000008496.20",16,39,26,28,16,22,34,69
"20440","ENSMUSG00000098441.3",0,0,0,0,0,0,0,0
"20441","ENSMUSG00000074274.8",0,0,0,0,0,1,0,0
"20442","ENSMUSG00000054499.10",294,278,251,265,173,170,462,455
"20443","ENSMUSG00000098325.3",0,0,0,0,0,0,0,2
"20444","ENSMUSG00000108523.2",1,2,0,0,2,0,1,2
"20445","ENSMUSG00000046541.10",200,213,199,204,116,125,181,149
"20446","ENSMUSG00000057177.13",1057,1026,940,973,715,686,1059,994
"20447","ENSMUSG00000090330.3",92,52,65,60,39,40,49,48
"20448","ENSMUSG00000040857.16",1115,936,720,887,498,525,456,409
"20449","ENSMUSG00000005442.14",2644,2606,1807,2218,1145,1087,1189,997
"20450","ENSMUSG00000005447.13",224,243,176,213,57,79,24,18
"20451","ENSMUSG00000058741.5",0,0,0,0,1,0,0,0
"20452","ENSMUSG00000043843.18",1,0,1,0,1,0,0,0
"20453","ENSMUSG00000045039.10",1392,1254,1412,1198,786,873,1551,1092
"20454","ENSMUSG00000063651.12",0,0,0,0,0,0,0,0
"20455","ENSMUSG00000053714.9",16,40,25,19,10,10,21,9
"20456","ENSMUSG00000003123.16",726,716,500,434,310,393,539,556
"20457","ENSMUSG00000060188.7",0,0,1,2,0,0,0,0
"20458","ENSMUSG00000108518.2",2,1,0,1,2,0,0,1
"20459","ENSMUSG00000108503.2",2,1,3,0,2,1,0,1
"20460","ENSMUSG00000081732.2",2,0,0,0,0,0,0,0
"20461","ENSMUSG00000074272.11",109,133,159,203,195,150,177,160
"20462","ENSMUSG00000054385.15",11,12,50,1,3,13,45,3
"20463","ENSMUSG00000108579.2",0,0,0,0,0,0,0,0
"20464","ENSMUSG00000108553.2",2,0,0,0,0,0,0,0
"20465","ENSMUSG00000108304.2",0,0,0,0,0,0,0,0
"20466","ENSMUSG00000074261.4",2,4,5,3,3,1,5,1
"20467","ENSMUSG00000057229.12",827,843,777,740,449,486,905,839
"20468","ENSMUSG00000059479.8",86,50,49,60,54,53,70,50
"20469","ENSMUSG00000060376.8",335,372,273,290,292,292,1079,975
"20470","ENSMUSG00000061286.8",123,131,104,134,100,95,102,115
"20471","ENSMUSG00000061702.11",5,7,5,6,3,10,7,6
"20472","ENSMUSG00000063439.8",142,139,106,132,67,70,124,116
"20473","ENSMUSG00000002603.16",614,598,531,712,442,392,477,556
"20474","ENSMUSG00000002608.9",749,841,681,781,495,486,791,774
"20475","ENSMUSG00000040725.14",3564,3598,2920,3649,1839,1918,1835,1613
"20476","ENSMUSG00000002602.17",1794,1590,2363,2356,1816,1612,2143,2641
"20477","ENSMUSG00000108767.2",0,0,0,0,1,0,0,1
"20478","ENSMUSG00000040703.12",92,70,35,32,26,20,68,53
"20479","ENSMUSG00000108691.2",1,2,0,0,0,0,0,0
"20480","ENSMUSG00000097017.2",0,0,0,0,0,0,0,0
"20481","ENSMUSG00000090467.4",0,0,0,0,0,0,0,0
"20482","ENSMUSG00002075384.1",0,0,0,0,0,0,0,0
"20483","ENSMUSG00000108415.2",0,0,0,0,0,0,0,0
"20484","ENSMUSG00000092999.3",0,0,0,0,0,0,0,0
"20485","ENSMUSG00000108809.2",0,0,0,0,0,0,0,0
"20486","ENSMUSG00000091233.4",0,0,0,0,0,0,0,1
"20487","ENSMUSG00000030483.15",0,1,0,0,0,0,13,9
"20488","ENSMUSG00000108552.2",0,0,0,0,0,0,0,0
"20489","ENSMUSG00000108589.2",0,0,0,0,0,0,0,0
"20490","ENSMUSG00000108606.2",0,0,0,0,0,0,0,0
"20491","ENSMUSG00000108413.2",0,0,0,0,0,0,0,0
"20492","ENSMUSG00000040583.9",0,0,0,0,0,0,0,0
"20493","ENSMUSG00000101800.2",3,0,3,2,1,2,2,0
"20494","ENSMUSG00000108342.2",0,0,0,0,0,0,0,0
"20495","ENSMUSG00000108544.2",0,0,0,0,0,0,0,0
"20496","ENSMUSG00000040660.7",0,0,0,0,0,0,0,0
"20497","ENSMUSG00000092464.2",1,2,1,0,0,0,0,1
"20498","ENSMUSG00000092514.2",0,0,0,0,0,0,0,0
"20499","ENSMUSG00000046130.8",0,0,0,0,0,0,0,0
"20500","ENSMUSG00000108698.3",0,0,0,0,0,0,0,0
"20501","ENSMUSG00000108431.2",0,0,0,0,0,0,0,0
"20502","ENSMUSG00000074254.5",0,0,0,0,0,0,0,0
"20503","ENSMUSG00000040614.15",0,0,0,0,0,0,0,0
"20504","ENSMUSG00000040601.14",0,0,0,0,0,0,0,0
"20505","ENSMUSG00002075792.1",0,0,0,0,0,0,0,0
"20506","ENSMUSG00000054102.16",0,0,0,0,0,0,0,0
"20507","ENSMUSG00000091924.3",0,0,0,0,0,0,0,0
"20508","ENSMUSG00000118648.2",0,0,0,0,0,0,0,0
"20509","ENSMUSG00000040650.9",0,0,0,0,0,0,0,0
"20510","ENSMUSG00000108692.2",0,0,1,0,0,0,0,0
"20511","ENSMUSG00000066704.7",0,0,0,0,0,0,0,0
"20512","ENSMUSG00000049685.9",0,0,0,0,0,0,0,0
"20513","ENSMUSG00000005547.15",0,0,0,0,0,0,0,0
"20514","ENSMUSG00000108487.2",0,0,0,0,0,0,0,0
"20515","ENSMUSG00000108731.2",0,0,0,0,0,0,0,0
"20516","ENSMUSG00000091867.3",0,0,0,0,0,0,0,0
"20517","ENSMUSG00000060407.7",0,0,0,0,0,0,0,0
"20518","ENSMUSG00000108637.2",0,0,0,0,0,0,0,0
"20519","ENSMUSG00000118450.2",0,0,0,0,0,0,0,0
"20520","ENSMUSG00000108682.2",0,0,0,0,0,0,0,0
"20521","ENSMUSG00000052974.9",0,0,0,1,0,0,0,0
"20522","ENSMUSG00000086868.2",0,0,0,0,0,0,0,0
"20523","ENSMUSG00000108306.2",1,0,1,0,0,0,0,1
"20524","ENSMUSG00000078787.10",11,6,5,8,11,1,7,11
"20525","ENSMUSG00000058709.12",880,837,899,934,654,583,930,806
"20526","ENSMUSG00000053291.16",35,32,25,53,29,21,31,17
"20527","ENSMUSG00000095538.2",0,0,0,0,0,0,0,0
"20528","ENSMUSG00000093348.3",0,0,0,0,0,0,0,0
"20529","ENSMUSG00000089661.10",0,0,0,2,0,0,1,1
"20530","ENSMUSG00000061479.16",456,513,415,499,254,285,331,341
"20531","ENSMUSG00000078786.10",244,297,193,204,147,148,251,207
"20532","ENSMUSG00000080533.3",0,0,0,0,0,0,0,0
"20533","ENSMUSG00000003752.10",76,74,58,57,51,37,52,56
"20534","ENSMUSG00000003762.14",220,142,139,180,108,85,118,113
"20535","ENSMUSG00000084974.2",6,8,9,3,4,1,3,1
"20536","ENSMUSG00000108378.2",0,0,0,1,1,0,0,0
"20537","ENSMUSG00000063160.13",180,147,194,204,152,125,128,124
"20538","ENSMUSG00000083622.2",0,0,0,0,1,0,0,0
"20539","ENSMUSG00000040488.19",6213,5289,6476,7949,7897,7057,6498,4581
"20540","ENSMUSG00000089832.9",198,201,178,259,133,129,102,105
"20541","ENSMUSG00000092367.2",0,0,1,0,0,0,0,0
"20542","ENSMUSG00000011751.17",19,32,32,21,20,16,16,3
"20543","ENSMUSG00000108416.2",0,1,0,0,0,1,0,0
"20544","ENSMUSG00000040466.17",242,213,234,260,162,180,112,128
"20545","ENSMUSG00000082016.4",2,0,0,0,0,0,0,1
"20546","ENSMUSG00000055200.8",105,105,94,105,69,71,50,46
"20547","ENSMUSG00000008384.9",210,154,144,152,102,91,123,91
"20548","ENSMUSG00000053198.15",101,90,76,119,40,57,27,25
"20549","ENSMUSG00000087371.2",10,10,4,11,5,3,7,3
"20550","ENSMUSG00000040424.16",26,30,19,31,24,21,22,16
"20551","ENSMUSG00000003363.16",547,473,504,604,360,337,380,365
"20552","ENSMUSG00000049643.16",820,846,812,892,560,624,1001,920
"20553","ENSMUSG00000004056.16",1907,2015,1695,1960,1345,1177,2121,2074
"20554","ENSMUSG00000118518.2",1,0,2,0,1,1,1,1
"20555","ENSMUSG00000108592.3",1,1,0,2,0,2,1,0
"20556","ENSMUSG00000007944.9",0,0,4,1,0,0,0,0
"20557","ENSMUSG00000040390.14",370,321,309,320,213,264,397,373
"20558","ENSMUSG00000108520.2",8,3,2,3,1,1,2,2
"20559","ENSMUSG00000057093.15",29,41,32,26,13,17,31,21
"20560","ENSMUSG00000037640.16",310,397,345,357,175,219,234,209
"20561","ENSMUSG00000109143.2",0,0,0,2,0,1,0,0
"20562","ENSMUSG00000030604.10",207,223,217,226,147,154,193,183
"20563","ENSMUSG00000078779.5",97,107,95,101,51,54,70,61
"20564","ENSMUSG00000020420.9",114,134,129,134,86,74,70,74
"20565","ENSMUSG00000108314.2",21,36,40,28,17,17,10,14
"20566","ENSMUSG00000118641.2",0,1,0,2,0,2,0,0
"20567","ENSMUSG00000070709.13",130,176,156,164,84,100,68,68
"20568","ENSMUSG00000097455.2",2,3,4,2,1,3,0,0
"20569","ENSMUSG00000074243.5",2,2,2,1,1,0,1,3
"20570","ENSMUSG00000063047.10",153,237,208,220,141,114,138,151
"20571","ENSMUSG00000096916.8",38,64,69,54,16,23,23,40
"20572","ENSMUSG00000030603.17",1472,1613,1449,1580,909,1015,1105,1006
"20573","ENSMUSG00000109262.2",0,0,0,0,0,0,0,0
"20574","ENSMUSG00000047730.18",0,0,0,0,0,0,0,0
"20575","ENSMUSG00000064793.3",0,0,0,0,0,0,0,0
"20576","ENSMUSG00000078776.10",1,0,3,1,1,1,0,1
"20577","ENSMUSG00000109015.2",12,14,6,13,10,13,11,9
"20578","ENSMUSG00000046865.8",537,556,337,446,228,298,229,244
"20579","ENSMUSG00000002409.19",510,562,393,439,329,328,361,300
"20580","ENSMUSG00000108968.2",0,0,0,0,0,0,0,0
"20581","ENSMUSG00000109502.2",0,0,0,0,0,0,0,0
"20582","ENSMUSG00000046058.8",199,180,158,177,101,122,138,139
"20583","ENSMUSG00000070705.4",151,122,138,139,89,85,209,178
"20584","ENSMUSG00000046750.19",1,1,0,0,0,0,1,0
"20585","ENSMUSG00000003436.12",0,0,0,0,0,0,0,0
"20586","ENSMUSG00000003438.18",732,660,762,874,397,495,954,956
"20587","ENSMUSG00000003435.10",1991,2104,1596,1763,1150,1132,1500,1266
"20588","ENSMUSG00000109168.2",0,0,0,0,0,0,0,0
"20589","ENSMUSG00000037563.16",1827,1584,1297,1648,734,1039,808,744
"20590","ENSMUSG00000077711.3",4,4,3,6,1,3,1,3
"20591","ENSMUSG00000037552.18",1126,1114,1090,1242,676,653,585,409
"20592","ENSMUSG00000044786.7",299,259,162,229,211,218,547,399
"20593","ENSMUSG00000109455.2",12,17,10,9,7,4,20,24
"20594","ENSMUSG00000003444.9",166,165,156,192,91,99,160,175
"20595","ENSMUSG00000003437.15",1361,1619,1155,1319,797,777,1039,996
"20596","ENSMUSG00000109336.2",1414,1416,940,1181,563,608,553,553
"20597","ENSMUSG00000060791.16",31,35,31,37,18,17,26,16
"20598","ENSMUSG00000030600.16",45,37,39,29,17,18,4,3
"20599","ENSMUSG00000109201.2",0,0,0,0,0,0,0,0
"20600","ENSMUSG00000099417.2",0,0,0,0,0,0,0,0
"20601","ENSMUSG00000059128.4",0,0,0,0,0,0,0,0
"20602","ENSMUSG00000118574.2",0,0,0,0,0,0,0,0
"20603","ENSMUSG00000060747.4",0,0,0,0,0,0,0,0
"20604","ENSMUSG00000108925.2",0,0,0,1,0,0,0,0
"20605","ENSMUSG00000084174.4",0,0,0,0,0,0,0,0
"20606","ENSMUSG00000047586.5",0,0,0,1,0,0,0,0
"20607","ENSMUSG00000030602.14",400,407,309,418,173,163,167,130
"20608","ENSMUSG00000098558.3",0,0,0,0,0,0,0,0
"20609","ENSMUSG00000037469.12",0,0,0,0,0,0,0,0
"20610","ENSMUSG00000108905.2",0,0,0,0,0,1,0,0
"20611","ENSMUSG00000108865.2",0,0,0,0,0,0,0,0
"20612","ENSMUSG00000037463.15",12,19,8,13,2,3,3,2
"20613","ENSMUSG00000030598.16",30,48,29,47,17,19,30,14
"20614","ENSMUSG00000045948.9",327,311,306,349,205,227,388,480
"20615","ENSMUSG00000070699.6",274,303,301,289,149,145,289,226
"20616","ENSMUSG00000096257.3",0,1,0,1,0,0,0,0
"20617","ENSMUSG00000030595.16",160,136,163,152,107,108,200,233
"20618","ENSMUSG00000015149.15",1001,981,874,997,703,712,1135,1055
"20619","ENSMUSG00000051735.8",43,45,58,53,29,36,41,36
"20620","ENSMUSG00000015165.17",6211,6819,4950,5583,3098,3353,2711,2261
"20621","ENSMUSG00000109420.2",4,7,3,1,6,2,0,5
"20622","ENSMUSG00000053898.13",4578,5121,6867,5593,5251,5999,14171,15531
"20623","ENSMUSG00000053964.18",273,427,413,265,302,331,343,228
"20624","ENSMUSG00000108930.2",1,2,0,0,1,0,0,0
"20625","ENSMUSG00000053522.12",12,10,4,6,0,2,2,1
"20626","ENSMUSG00000054083.9",23,31,15,20,17,12,24,7
"20627","ENSMUSG00000109307.2",1,1,0,1,0,0,0,1
"20628","ENSMUSG00000054808.16",5206,5918,4315,5330,2655,2809,2090,2080
"20629","ENSMUSG00000109314.2",15,17,10,12,8,14,3,3
"20630","ENSMUSG00000053565.11",1251,1281,1030,1178,712,740,693,971
"20631","ENSMUSG00000037337.12",35,38,30,22,9,21,7,19
"20632","ENSMUSG00000030592.19",5,4,3,7,2,3,6,2
"20633","ENSMUSG00000109017.2",0,0,0,0,0,0,0,0
"20634","ENSMUSG00002075339.1",0,0,0,0,0,0,0,0
"20635","ENSMUSG00000097079.3",0,0,0,0,0,0,0,0
"20636","ENSMUSG00000089219.3",0,0,0,0,0,0,0,0
"20637","ENSMUSG00000030589.16",16,17,12,13,7,16,42,39
"20638","ENSMUSG00000090009.2",0,0,0,0,0,0,0,0
"20639","ENSMUSG00000030590.16",90,75,104,92,68,69,88,89
"20640","ENSMUSG00000099098.5",2,3,0,2,0,3,1,0
"20641","ENSMUSG00000037239.9",70,70,64,86,46,44,23,19
"20642","ENSMUSG00000031493.11",17,5,20,16,17,10,11,6
"20643","ENSMUSG00000030591.18",1853,1853,1773,2000,1127,1248,1429,1205
"20644","ENSMUSG00000049676.15",7,10,5,12,4,5,14,4
"20645","ENSMUSG00000061115.5",0,0,0,0,0,0,0,0
"20646","ENSMUSG00000046410.11",141,136,156,178,118,108,131,99
"20647","ENSMUSG00000030588.13",441,429,486,547,289,342,590,555
"20648","ENSMUSG00000030587.6",40,45,25,30,22,18,10,8
"20649","ENSMUSG00000074227.13",544,443,467,567,253,298,354,351
"20650","ENSMUSG00000037166.6",139,130,172,152,109,139,64,95
"20651","ENSMUSG00000030584.15",10,17,8,12,9,8,4,4
"20652","ENSMUSG00000109351.2",0,0,0,2,0,0,0,0
"20653","ENSMUSG00000030583.17",322,335,289,399,241,232,203,120
"20654","ENSMUSG00000074224.4",0,1,0,0,0,0,0,0
"20655","ENSMUSG00000046958.11",0,1,0,1,4,2,0,0
"20656","ENSMUSG00000100400.2",0,0,0,0,0,0,0,0
"20657","ENSMUSG00000100111.3",0,0,0,0,0,1,0,0
"20658","ENSMUSG00002075405.1",0,0,0,0,0,0,0,0
"20659","ENSMUSG00000049123.11",0,0,0,0,0,0,1,0
"20660","ENSMUSG00000119378.1",0,0,0,0,0,0,0,0
"20661","ENSMUSG00000109205.2",9,11,17,4,5,6,9,8
"20662","ENSMUSG00000046185.11",318,385,323,366,210,253,248,249
"20663","ENSMUSG00000089139.3",0,1,4,3,1,0,0,0
"20664","ENSMUSG00000047473.15",382,367,323,309,207,224,260,813
"20665","ENSMUSG00000109565.2",2,2,1,1,2,1,4,4
"20666","ENSMUSG00000011427.17",312,341,315,371,205,199,206,284
"20667","ENSMUSG00000050855.17",42,59,44,38,24,31,26,25
"20668","ENSMUSG00000097809.3",0,1,0,1,0,0,0,0
"20669","ENSMUSG00000090331.2",5,9,3,6,0,3,1,0
"20670","ENSMUSG00000058402.15",71,107,83,110,53,53,78,47
"20671","ENSMUSG00000062040.15",301,258,257,279,141,169,215,124
"20672","ENSMUSG00000098873.3",0,0,0,0,0,0,0,0
"20673","ENSMUSG00000099689.7",334,440,280,327,230,208,207,228
"20674","ENSMUSG00000109105.2",2,0,0,0,0,2,0,0
"20675","ENSMUSG00000059975.16",193,262,228,217,153,143,161,123
"20676","ENSMUSG00000063623.5",35,44,37,29,25,29,35,36
"20677","ENSMUSG00000083669.6",0,0,0,0,0,0,0,0
"20678","ENSMUSG00000074221.13",1680,1843,1374,1852,992,756,1153,845
"20679","ENSMUSG00000053985.11",138,212,116,167,96,87,120,87
"20680","ENSMUSG00000098022.8",6,6,1,4,1,1,4,1
"20681","ENSMUSG00000058447.9",0,0,0,0,0,0,0,0
"20682","ENSMUSG00000078768.3",40,47,47,45,14,24,17,13
"20683","ENSMUSG00000109218.2",0,0,0,0,0,0,0,0
"20684","ENSMUSG00000049421.14",1046,1470,1325,1348,754,713,725,602
"20685","ENSMUSG00002076246.1",0,0,3,2,1,0,5,1
"20686","ENSMUSG00000074220.11",76,90,88,112,46,46,34,14
"20687","ENSMUSG00000108926.2",2,7,0,2,3,2,1,2
"20688","ENSMUSG00000037029.9",668,914,700,853,495,481,489,430
"20689","ENSMUSG00000066647.9",431,453,405,410,295,282,674,531
"20690","ENSMUSG00000074218.4",2309,2164,2691,3088,2577,2718,11954,10182
"20691","ENSMUSG00000001794.14",3189,2837,2987,3680,2448,2560,4151,3841
"20692","ENSMUSG00000097817.3",0,2,0,1,0,0,0,0
"20693","ENSMUSG00000109142.2",0,0,0,0,0,0,0,0
"20694","ENSMUSG00000006095.13",623,584,617,731,360,420,456,392
"20695","ENSMUSG00000019738.16",272,254,214,278,135,159,188,204
"20696","ENSMUSG00000100512.2",0,0,0,0,0,0,0,0
"20697","ENSMUSG00000037020.17",166,162,150,220,68,81,33,21
"20698","ENSMUSG00000081565.2",3,3,1,3,1,2,3,1
"20699","ENSMUSG00000013928.14",1,1,3,1,1,1,0,1
"20700","ENSMUSG00000013921.16",200,252,184,219,174,141,126,98
"20701","ENSMUSG00000042831.14",221,231,172,184,111,115,187,204
"20702","ENSMUSG00002076496.1",0,0,0,0,0,0,0,0
"20703","ENSMUSG00000019737.15",10,14,5,13,12,7,6,6
